assay_component_name	technological_target_type_sub	chnm	casn	stkc	stkc_unit	apid	rowi	coli	wllt	wllq	conc	rval	srcf
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	10Jun2015.Plate.20	6	9	t	1	0.132	1.15	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	03Sep2014.Plate.1	6	6	t	1	0.132	0.34	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 1_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	10Jun2015.Plate.20	5	8	t	1	0.396296296	1.09	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	03Sep2014.Plate.1	5	6	t	1	0.396296296	0.3	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 1_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	03Sep2014.Plate.1	5	7	t	1	0.396296296	0.24	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 1_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	10Jun2015.Plate.20	5	9	t	1	0.396296296	1.04	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	03Sep2014.Plate.1	4	7	t	1	1.188888889	0.25	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 1_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	10Jun2015.Plate.20	4	9	t	1	1.188888889	1.02	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	03Sep2014.Plate.1	4	6	t	1	1.188888889	0.23	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 1_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	10Jun2015.Plate.20	4	8	t	1	1.188888889	0.94	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	03Sep2014.Plate.1	3	7	t	1	3.566666667	0.26	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 1_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	10Jun2015.Plate.20	3	9	t	1	3.566666667	1.07	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	10Jun2015.Plate.20	3	8	t	1	3.566666667	0.97	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	03Sep2014.Plate.1	3	6	t	1	3.566666667	0.25	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 1_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	03Sep2014.Plate.1	2	7	t	1	10.7	0.36	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 1_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	10Jun2015.Plate.20	2	8	t	1	10.7	0.8	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	03Sep2014.Plate.1	2	6	t	1	10.7	0.35	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 1_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1-Chloroanthraquinone	82-44-0	10.699999809265137	mM	10Jun2015.Plate.20	2	9	t	1	10.7	0.92	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
CEETOX_H295R_PROG	Progesterone	1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone	59756-60-4	100.0999984741211	mM	10Jun2015.Plate.11	7	8	t	1	0.412	1.05	2900-TO3 165 DR 10Jun2015 Plate 11A.csv
CEETOX_H295R_PROG	Progesterone	1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone	59756-60-4	100.0999984741211	mM	10Jun2015.Plate.11	7	9	t	1	0.412	0.97	2900-TO3 165 DR 10Jun2015 Plate 11A.csv
CEETOX_H295R_PROG	Progesterone	1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone	59756-60-4	100.0999984741211	mM	10Jun2015.Plate.11	6	8	t	1	1.235666667	1.12	2900-TO3 165 DR 10Jun2015 Plate 11A.csv
CEETOX_H295R_PROG	Progesterone	1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone	59756-60-4	100.0999984741211	mM	10Jun2015.Plate.11	6	9	t	1	1.235666667	0.97	2900-TO3 165 DR 10Jun2015 Plate 11A.csv
CEETOX_H295R_PROG	Progesterone	1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone	59756-60-4	100.0999984741211	mM	10Jun2015.Plate.11	5	9	t	1	3.707333333	1.18	2900-TO3 165 DR 10Jun2015 Plate 11A.csv
CEETOX_H295R_PROG	Progesterone	1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone	59756-60-4	100.0999984741211	mM	10Jun2015.Plate.11	5	8	t	1	3.707333333	1.08	2900-TO3 165 DR 10Jun2015 Plate 11A.csv
CEETOX_H295R_PROG	Progesterone	1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone	59756-60-4	100.0999984741211	mM	10Jun2015.Plate.11	4	9	t	1	11.12233333	1.05	2900-TO3 165 DR 10Jun2015 Plate 11A.csv
CEETOX_H295R_PROG	Progesterone	1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone	59756-60-4	100.0999984741211	mM	10Jun2015.Plate.11	4	8	t	1	11.12233333	1.35	2900-TO3 165 DR 10Jun2015 Plate 11A.csv
CEETOX_H295R_PROG	Progesterone	1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone	59756-60-4	100.0999984741211	mM	10Jun2015.Plate.11	3	8	t	1	33.36666667	1.1	2900-TO3 165 DR 10Jun2015 Plate 11A.csv
CEETOX_H295R_PROG	Progesterone	1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone	59756-60-4	100.0999984741211	mM	10Jun2015.Plate.11	3	9	t	1	33.36666667	1.08	2900-TO3 165 DR 10Jun2015 Plate 11A.csv
CEETOX_H295R_PROG	Progesterone	1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone	59756-60-4	100.0999984741211	mM	10Jun2015.Plate.11	2	8	t	1	100.1	0.6	2900-TO3 165 DR 10Jun2015 Plate 11A.csv
CEETOX_H295R_PROG	Progesterone	1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone	59756-60-4	100.0999984741211	mM	10Jun2015.Plate.11	2	9	t	1	100.1	0.64	2900-TO3 165 DR 10Jun2015 Plate 11A.csv
CEETOX_H295R_PROG	Progesterone	1,​2-​Benzenediol	120-80-9	100.0999984741211	mM	10Jun2015.Plate.16	7	8	t	1	0.041333333	1.18	2900-TO3 165 DR 10Jun2015 Plate 16A.csv
CEETOX_H295R_PROG	Progesterone	1,​2-​Benzenediol	120-80-9	100.0999984741211	mM	10Jun2015.Plate.16	7	9	t	1	0.041333333	1.26	2900-TO3 165 DR 10Jun2015 Plate 16A.csv
CEETOX_H295R_PROG	Progesterone	1,​2-​Benzenediol	120-80-9	100.0999984741211	mM	10Jun2015.Plate.16	6	8	t	1	0.123666667	1.19	2900-TO3 165 DR 10Jun2015 Plate 16A.csv
CEETOX_H295R_PROG	Progesterone	1,​2-​Benzenediol	120-80-9	100.0999984741211	mM	10Jun2015.Plate.16	6	9	t	1	0.123666667	1.31	2900-TO3 165 DR 10Jun2015 Plate 16A.csv
CEETOX_H295R_PROG	Progesterone	1,​2-​Benzenediol	120-80-9	100.0999984741211	mM	10Jun2015.Plate.16	5	9	t	1	0.370666667	1.38	2900-TO3 165 DR 10Jun2015 Plate 16A.csv
CEETOX_H295R_PROG	Progesterone	1,​2-​Benzenediol	120-80-9	100.0999984741211	mM	10Jun2015.Plate.16	5	8	t	1	0.370666667	1.14	2900-TO3 165 DR 10Jun2015 Plate 16A.csv
CEETOX_H295R_PROG	Progesterone	1,​2-​Benzenediol	120-80-9	100.0999984741211	mM	10Jun2015.Plate.16	4	8	t	1	1.112333333	1.39	2900-TO3 165 DR 10Jun2015 Plate 16A.csv
CEETOX_H295R_PROG	Progesterone	1,​2-​Benzenediol	120-80-9	100.0999984741211	mM	10Jun2015.Plate.16	4	9	t	1	1.112333333	1.37	2900-TO3 165 DR 10Jun2015 Plate 16A.csv
CEETOX_H295R_PROG	Progesterone	1,​2-​Benzenediol	120-80-9	100.0999984741211	mM	10Jun2015.Plate.16	3	8	t	1	3.336666667	1.47	2900-TO3 165 DR 10Jun2015 Plate 16A.csv
CEETOX_H295R_PROG	Progesterone	1,​2-​Benzenediol	120-80-9	100.0999984741211	mM	10Jun2015.Plate.16	3	9	t	1	3.336666667	1.51	2900-TO3 165 DR 10Jun2015 Plate 16A.csv
CEETOX_H295R_PROG	Progesterone	1,​2-​Benzenediol	120-80-9	100.0999984741211	mM	10Jun2015.Plate.16	2	9	t	1	10.01	1.85	2900-TO3 165 DR 10Jun2015 Plate 16A.csv
CEETOX_H295R_PROG	Progesterone	1,​2-​Benzenediol	120-80-9	100.0999984741211	mM	10Jun2015.Plate.16	2	8	t	1	10.01	1.87	2900-TO3 165 DR 10Jun2015 Plate 16A.csv
CEETOX_H295R_PROG	Progesterone	1,2-Phenylenediamine	95-54-5	100	mM	02Apr2014.Plate.10	7	6	t	1	0.041152263	0.35	2900-100644 TO3 DR 02Apr2014 Plate 10_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,2-Phenylenediamine	95-54-5	100	mM	02Apr2014.Plate.10	7	7	t	1	0.041152263	0.35	2900-100644 TO3 DR 02Apr2014 Plate 10_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,2-Phenylenediamine	95-54-5	100	mM	02Apr2014.Plate.10	6	6	t	1	0.12345679	0.31	2900-100644 TO3 DR 02Apr2014 Plate 10_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,2-Phenylenediamine	95-54-5	100	mM	02Apr2014.Plate.10	6	7	t	1	0.12345679	0.3	2900-100644 TO3 DR 02Apr2014 Plate 10_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,2-Phenylenediamine	95-54-5	100	mM	02Apr2014.Plate.10	5	7	t	1	0.37037037	0.34	2900-100644 TO3 DR 02Apr2014 Plate 10_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,2-Phenylenediamine	95-54-5	100	mM	02Apr2014.Plate.10	5	6	t	1	0.37037037	0.35	2900-100644 TO3 DR 02Apr2014 Plate 10_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,2-Phenylenediamine	95-54-5	100	mM	02Apr2014.Plate.10	4	6	t	1	1.111111111	0.38	2900-100644 TO3 DR 02Apr2014 Plate 10_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,2-Phenylenediamine	95-54-5	100	mM	02Apr2014.Plate.10	4	7	t	1	1.111111111	0.37	2900-100644 TO3 DR 02Apr2014 Plate 10_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,2-Phenylenediamine	95-54-5	100	mM	02Apr2014.Plate.10	3	6	t	1	3.333333333	0.37	2900-100644 TO3 DR 02Apr2014 Plate 10_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,2-Phenylenediamine	95-54-5	100	mM	02Apr2014.Plate.10	3	7	t	1	3.333333333	0.35	2900-100644 TO3 DR 02Apr2014 Plate 10_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,2-Phenylenediamine	95-54-5	100	mM	02Apr2014.Plate.10	2	7	t	1	10	0.48	2900-100644 TO3 DR 02Apr2014 Plate 10_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,2-Phenylenediamine	95-54-5	100	mM	02Apr2014.Plate.10	2	6	t	1	10	0.34	2900-100644 TO3 DR 02Apr2014 Plate 10_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)	149062-75-9	10	mM	26Mar2014.Plate.18	7	5	t	1	0.041152263	0.55	2900-100644 TO3 DR 26Mar2014 Plate 18_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)	149062-75-9	10	mM	26Mar2014.Plate.18	7	4	t	1	0.041152263	0.57	2900-100644 TO3 DR 26Mar2014 Plate 18_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)	149062-75-9	10	mM	26Mar2014.Plate.18	6	4	t	1	0.12345679	0.5	2900-100644 TO3 DR 26Mar2014 Plate 18_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)	149062-75-9	10	mM	26Mar2014.Plate.18	6	5	t	1	0.12345679	0.5	2900-100644 TO3 DR 26Mar2014 Plate 18_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)	149062-75-9	10	mM	26Mar2014.Plate.18	5	4	t	1	0.37037037	0.32	2900-100644 TO3 DR 26Mar2014 Plate 18_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)	149062-75-9	10	mM	26Mar2014.Plate.18	5	5	t	1	0.37037037	0.4	2900-100644 TO3 DR 26Mar2014 Plate 18_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)	149062-75-9	10	mM	26Mar2014.Plate.18	4	5	t	1	1.111111111	0.39	2900-100644 TO3 DR 26Mar2014 Plate 18_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)	149062-75-9	10	mM	26Mar2014.Plate.18	4	4	t	1	1.111111111	0.42	2900-100644 TO3 DR 26Mar2014 Plate 18_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)	149062-75-9	10	mM	26Mar2014.Plate.18	3	4	t	1	3.333333333	0.38	2900-100644 TO3 DR 26Mar2014 Plate 18_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)	149062-75-9	10	mM	26Mar2014.Plate.18	3	5	t	1	3.333333333	0.37	2900-100644 TO3 DR 26Mar2014 Plate 18_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)	149062-75-9	10	mM	26Mar2014.Plate.18	2	4	t	1	10	0.41	2900-100644 TO3 DR 26Mar2014 Plate 18_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)	149062-75-9	10	mM	26Mar2014.Plate.18	2	5	t	1	10	0.38	2900-100644 TO3 DR 26Mar2014 Plate 18_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Benzenediamine	106-50-3	100	mM	09Apr2014.Plate.30	7	7	t	1	0.411522634	0.32	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Benzenediamine	106-50-3	100	mM	09Apr2014.Plate.30	7	6	t	1	0.411522634	0.38	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Benzenediamine	106-50-3	100	mM	09Apr2014.Plate.30	6	6	t	1	1.234567901	0.43	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Benzenediamine	106-50-3	100	mM	09Apr2014.Plate.30	6	7	t	1	1.234567901	0.41	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Benzenediamine	106-50-3	100	mM	09Apr2014.Plate.30	5	7	t	1	3.703703704	0.36	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Benzenediamine	106-50-3	100	mM	09Apr2014.Plate.30	5	6	t	1	3.703703704	0.41	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Benzenediamine	106-50-3	100	mM	09Apr2014.Plate.30	4	6	t	1	11.11111111	0.46	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Benzenediamine	106-50-3	100	mM	09Apr2014.Plate.30	4	7	t	1	11.11111111	0.49	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Benzenediamine	106-50-3	100	mM	09Apr2014.Plate.30	3	7	t	1	33.33333333	0.58	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Benzenediamine	106-50-3	100	mM	09Apr2014.Plate.30	3	6	t	1	33.33333333	0.66	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Benzenediamine	106-50-3	100	mM	09Apr2014.Plate.30	2	6	t	1	100	0.49	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Benzenediamine	106-50-3	100	mM	09Apr2014.Plate.30	2	7	t	1	100	0.49	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Diaminoanthraquinone	128-95-0	50	mM	09Apr2014.Plate.16	7	8	t	1	0.205761317	0.36	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Diaminoanthraquinone	128-95-0	50	mM	09Apr2014.Plate.16	7	9	t	1	0.205761317	0.42	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Diaminoanthraquinone	128-95-0	50	mM	09Apr2014.Plate.16	6	8	t	1	0.617283951	0.39	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Diaminoanthraquinone	128-95-0	50	mM	09Apr2014.Plate.16	6	9	t	1	0.617283951	0.35	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Diaminoanthraquinone	128-95-0	50	mM	09Apr2014.Plate.16	5	8	t	1	1.851851852	0.53	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Diaminoanthraquinone	128-95-0	50	mM	09Apr2014.Plate.16	5	9	t	1	1.851851852	0.51	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Diaminoanthraquinone	128-95-0	50	mM	09Apr2014.Plate.16	4	9	t	1	5.555555556	0.59	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Diaminoanthraquinone	128-95-0	50	mM	09Apr2014.Plate.16	4	8	t	1	5.555555556	0.53	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Diaminoanthraquinone	128-95-0	50	mM	09Apr2014.Plate.16	3	8	t	1	16.66666667	0.49	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Diaminoanthraquinone	128-95-0	50	mM	09Apr2014.Plate.16	3	9	t	1	16.66666667	0.5	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Diaminoanthraquinone	128-95-0	50	mM	09Apr2014.Plate.16	2	8	t	1	50	0.47	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,4-Diaminoanthraquinone	128-95-0	50	mM	09Apr2014.Plate.16	2	9	t	1	50	0.42	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,5-Naphthalenediamine	2243-62-1	99.9000015258789	mM	09Apr2014.Plate.3	7	9	t	1	0.041111111	0.41	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,5-Naphthalenediamine	2243-62-1	99.9000015258789	mM	09Apr2014.Plate.3	7	8	t	1	0.041111111	0.43	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,5-Naphthalenediamine	2243-62-1	99.9000015258789	mM	09Apr2014.Plate.3	6	8	t	1	0.123333333	0.42	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,5-Naphthalenediamine	2243-62-1	99.9000015258789	mM	09Apr2014.Plate.3	6	9	t	1	0.123333333	0.47	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,5-Naphthalenediamine	2243-62-1	99.9000015258789	mM	09Apr2014.Plate.3	5	9	t	1	0.37	0.57	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_PROG	Progesterone	1,5-Naphthalenediamine	2243-62-1	99.9000015258789	mM	09Apr2014.Plate.3	5	8	t	1	0.37	0.58	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
